Query ID,# Shots,Task ID,Task ID Amp,Network ID,Query Type,# Evidence Variable,# Inferred Var,Path Length,Ground Truth,Device,Query State,Quantum Output,Quantum Output - Amp,Sample Acceptance,Sample Acceptance Amp,k_val,cap_flag,iter_cap,Execution Time,Execution Time Amp,Error,gateDepth,gateDepth Amp,multiQubitGateDepth,multiQubitGateDepth Amp,programDuration,programDuration Amp,programFidelity,programFidelity Amp,qpuRuntimeEstimation,qpuRuntimeEstimation Amp,topologicalSwaps,topologicalSwaps Amp,Error Amp
224,400,891f8a31-e8c8-4495-937f-793b7f557811,cc97b199-806f-4ee8-92cf-3e852e3ad306,bn1,Diagnostic,1,1,,0.8471592090625915,StateVectorSimulator,0,0.8580645161290322,0.8333333333333334,38.75,82.5,0,0,0,0.019473552703857425,0.051222801208496094,0.010905307066440773,,,,,,,,,,,,,0.013825875729258086
224,400,891f8a31-e8c8-4495-937f-793b7f557811,cc97b199-806f-4ee8-92cf-3e852e3ad306,bn1,Diagnostic,1,1,,0.15284079093740846,StateVectorSimulator,1,0.14193548387096774,0.16666666666666666,38.75,82.5,0,0,0,0.019473552703857425,0.051222801208496094,0.010905307066440717,,,,,,,,,,,,,0.013825875729258197
226,400,891f8a31-e8c8-4495-937f-793b7f557811,85ea2c59-c6a8-444b-ac6e-0dfa060e833e,bn1,Prediction,2,1,,0.331,StateVectorSimulator,0,0.37142857142857133,0.3537117903930131,8.75,57.25,0,0,0,0.019473552703857425,0.05119466781616211,0.040428571428571314,,,,,,,,,,,,,0.022711790393013076
226,400,891f8a31-e8c8-4495-937f-793b7f557811,85ea2c59-c6a8-444b-ac6e-0dfa060e833e,bn1,Prediction,2,1,,0.669,StateVectorSimulator,1,0.6285714285714286,0.6462882096069869,8.75,57.25,0,0,0,0.019473552703857425,0.05119466781616211,0.04042857142857148,,,,,,,,,,,,,0.022711790393013187
227,400,891f8a31-e8c8-4495-937f-793b7f557811,3e979010-b8fc-4846-8002-1eee002e44ef,bn1,Prediction,2,1,,0.6691,StateVectorSimulator,0,0.662613981762918,0.7692307692307693,82.25,6.5,0,1,0,0.019473552703857425,0.05304145812988281,0.0064860182370820585,,,,,,,,,,,,,0.10013076923076925
227,400,891f8a31-e8c8-4495-937f-793b7f557811,3e979010-b8fc-4846-8002-1eee002e44ef,bn1,Prediction,2,1,,0.3309,StateVectorSimulator,1,0.3373860182370821,0.2307692307692308,82.25,6.5,0,1,0,0.019473552703857425,0.05304145812988281,0.0064860182370820585,,,,,,,,,,,,,0.10013076923076922
228,400,891f8a31-e8c8-4495-937f-793b7f557811,f6e8db8a-41fb-4163-85a4-04edf6f1f8d1,bn1,Mixed,2,1,,0.048275192591875835,StateVectorSimulator,0,0.052173913043478265,0.016,57.49999999999999,31.25,0,0,0,0.019473552703857425,0.05300235748291016,0.0038987204516024304,,,,,,,,,,,,,0.032275192591875834
228,400,891f8a31-e8c8-4495-937f-793b7f557811,f6e8db8a-41fb-4163-85a4-04edf6f1f8d1,bn1,Mixed,2,1,,0.951724807408124,StateVectorSimulator,1,0.9478260869565216,0.9840000000000001,57.49999999999999,31.25,0,0,0,0.019473552703857425,0.05300235748291016,0.0038987204516024443,,,,,,,,,,,,,0.032275192591876056
229,400,891f8a31-e8c8-4495-937f-793b7f557811,c5c4147f-a564-4572-966d-35822399f934,bn1,Mixed,2,1,,0.17170732838167557,StateVectorSimulator,0,0.16541353383458646,0.20596205962059624,33.25,92.25,0,0,0,0.019473552703857425,0.05112838745117188,0.0062937945470891155,,,,,,,,,,,,,0.03425473123892067
229,400,891f8a31-e8c8-4495-937f-793b7f557811,c5c4147f-a564-4572-966d-35822399f934,bn1,Mixed,2,1,,0.8282926716183243,StateVectorSimulator,1,0.8345864661654135,0.7940379403794038,33.25,92.25,0,0,0,0.019473552703857425,0.05112838745117188,0.0062937945470892265,,,,,,,,,,,,,0.03425473123892053
230,400,891f8a31-e8c8-4495-937f-793b7f557811,00a81307-ccb3-4da4-a54d-64bbb2198fd8,bn1,Mixed,2,1,,0.8283143873814194,StateVectorSimulator,0,0.8666666666666667,0.8965517241379308,3.75,29.0,0,1,0,0.019473552703857425,0.05270123481750488,0.038352279285247315,,,,,,,,,,,,,0.06823733675651145
230,400,891f8a31-e8c8-4495-937f-793b7f557811,00a81307-ccb3-4da4-a54d-64bbb2198fd8,bn1,Mixed,2,1,,0.17168561261858065,StateVectorSimulator,1,0.13333333333333333,0.10344827586206896,3.75,29.0,0,1,0,0.019473552703857425,0.05270123481750488,0.038352279285247315,,,,,,,,,,,,,0.06823733675651168
231,400,891f8a31-e8c8-4495-937f-793b7f557811,38952c48-3166-42ae-ad0e-ce6377c0be05,bn1,Mixed,2,1,,0.9517318224402629,StateVectorSimulator,0,1.0,0.96875,5.5,48.0,0,0,0,0.019473552703857425,0.050685644149780266,0.04826817755973711,,,,,,,,,,,,,0.017018177559737113
231,400,891f8a31-e8c8-4495-937f-793b7f557811,38952c48-3166-42ae-ad0e-ce6377c0be05,bn1,Mixed,2,1,,0.048268177559737044,StateVectorSimulator,1,0.0,0.03125,5.5,48.0,0,0,0,0.019473552703857425,0.050685644149780266,0.048268177559737044,,,,,,,,,,,,,0.017018177559737044
221,600,4711644b-3bd2-4db1-915e-d9e99a4c9c77,e2406e8d-feec-48eb-8d77-c61f5a3b53af,bn1,Diagnostic,1,1,,0.5,StateVectorSimulator,0,0.5257731958762887,0.4789762340036563,16.166666666666664,91.16666666666666,0,1,0,0.020648717880249023,0.05240941047668457,0.02577319587628868,,,,,,,,,,,,,0.021023765996343702
221,600,4711644b-3bd2-4db1-915e-d9e99a4c9c77,e2406e8d-feec-48eb-8d77-c61f5a3b53af,bn1,Diagnostic,1,1,,0.5,StateVectorSimulator,1,0.4742268041237113,0.5210237659963437,16.166666666666664,91.16666666666666,0,1,0,0.020648717880249023,0.05240941047668457,0.02577319587628868,,,,,,,,,,,,,0.021023765996343702
222,600,4711644b-3bd2-4db1-915e-d9e99a4c9c77,6af69c1c-3300-4fda-b323-3363b5987af8,bn1,Diagnostic,1,1,,0.9895957887544539,StateVectorSimulator,0,0.9880715705765408,1.0,83.83333333333334,8.166666666666666,0,1,0,0.020648717880249023,0.05259609222412109,0.0015242181779130393,,,,,,,,,,,,,0.010404211245546136
222,600,4711644b-3bd2-4db1-915e-d9e99a4c9c77,6af69c1c-3300-4fda-b323-3363b5987af8,bn1,Diagnostic,1,1,,0.010404211245546122,StateVectorSimulator,1,0.011928429423459244,0.0,83.83333333333334,8.166666666666666,0,1,0,0.020648717880249023,0.05259609222412109,0.0015242181779131225,,,,,,,,,,,,,0.010404211245546122
223,600,4711644b-3bd2-4db1-915e-d9e99a4c9c77,20960994-0833-4e82-aa91-9afdf09d0f3b,bn1,Diagnostic,1,1,,0.944928397855988,StateVectorSimulator,0,0.9435483870967742,0.9444444444444444,62.0,18.0,0,1,0,0.020648717880249023,0.05826997756958008,0.00138001075921379,,,,,,,,,,,,,0.00048395341154361393
223,600,4711644b-3bd2-4db1-915e-d9e99a4c9c77,20960994-0833-4e82-aa91-9afdf09d0f3b,bn1,Diagnostic,1,1,,0.05507160214401193,StateVectorSimulator,1,0.05645161290322581,0.05555555555555555,62.0,18.0,0,1,0,0.020648717880249023,0.05826997756958008,0.0013800107592138802,,,,,,,,,,,,,0.00048395341154362087
224,600,4711644b-3bd2-4db1-915e-d9e99a4c9c77,4b214212-4957-42dc-8edd-985bc929f9f3,bn1,Diagnostic,1,1,,0.8471592090625915,StateVectorSimulator,0,0.8640350877192983,0.8401639344262295,38.0,81.33333333333333,0,0,0,0.020648717880249023,0.051748991012573235,0.01687587865670681,,,,,,,,,,,,,0.006995274636361959
224,600,4711644b-3bd2-4db1-915e-d9e99a4c9c77,4b214212-4957-42dc-8edd-985bc929f9f3,bn1,Diagnostic,1,1,,0.15284079093740846,StateVectorSimulator,1,0.13596491228070176,0.1598360655737705,38.0,81.33333333333333,0,0,0,0.020648717880249023,0.051748991012573235,0.0168758786567067,,,,,,,,,,,,,0.006995274636362042
226,600,4711644b-3bd2-4db1-915e-d9e99a4c9c77,fa4f8ff0-0427-4305-b074-0d700b8c777f,bn1,Prediction,2,1,,0.331,StateVectorSimulator,0,0.39130434782608703,0.3150684931506849,7.666666666666666,60.83333333333333,0,0,0,0.020648717880249023,0.05379581451416016,0.06030434782608701,,,,,,,,,,,,,0.015931506849315102
226,600,4711644b-3bd2-4db1-915e-d9e99a4c9c77,fa4f8ff0-0427-4305-b074-0d700b8c777f,bn1,Prediction,2,1,,0.669,StateVectorSimulator,1,0.6086956521739131,0.6849315068493149,7.666666666666666,60.83333333333333,0,0,0,0.020648717880249023,0.05379581451416016,0.06030434782608696,,,,,,,,,,,,,0.01593150684931488
227,600,4711644b-3bd2-4db1-915e-d9e99a4c9c77,62bbc7d7-5b14-422f-a96e-4e631a62b5dc,bn1,Prediction,2,1,,0.6691,StateVectorSimulator,0,0.6720321931589537,0.6923076923076923,82.83333333333334,6.5,0,1,0,0.020648717880249023,0.052672624588012695,0.0029321931589536554,,,,,,,,,,,,,0.023207692307692263
227,600,4711644b-3bd2-4db1-915e-d9e99a4c9c77,62bbc7d7-5b14-422f-a96e-4e631a62b5dc,bn1,Prediction,2,1,,0.3309,StateVectorSimulator,1,0.32796780684104626,0.3076923076923077,82.83333333333334,6.5,0,1,0,0.020648717880249023,0.052672624588012695,0.0029321931589537664,,,,,,,,,,,,,0.023207692307692318
228,600,4711644b-3bd2-4db1-915e-d9e99a4c9c77,9b04dc2d-966b-4575-825a-081447a6c7a1,bn1,Mixed,2,1,,0.048275192591875835,StateVectorSimulator,0,0.04843304843304843,0.04678362573099415,58.5,28.5,0,1,0,0.020648717880249023,0.05305051803588867,0.00015785584117259527,,,,,,,,,,,,,0.001491566860881685
228,600,4711644b-3bd2-4db1-915e-d9e99a4c9c77,9b04dc2d-966b-4575-825a-081447a6c7a1,bn1,Mixed,2,1,,0.951724807408124,StateVectorSimulator,1,0.9515669515669516,0.953216374269006,58.5,28.5,0,1,0,0.020648717880249023,0.05305051803588867,0.00015785584117244955,,,,,,,,,,,,,0.001491566860881921
229,600,4711644b-3bd2-4db1-915e-d9e99a4c9c77,3634371b-ef74-4ea2-bdef-455b387fbe8b,bn1,Mixed,2,1,,0.17170732838167557,StateVectorSimulator,0,0.17258883248730966,0.17647058823529413,32.83333333333333,93.5,0,0,0,0.020648717880249023,0.20282936096191406,0.00088150410563409,,,,,,,,,,,,,0.004763259853618557
229,600,4711644b-3bd2-4db1-915e-d9e99a4c9c77,3634371b-ef74-4ea2-bdef-455b387fbe8b,bn1,Mixed,2,1,,0.8282926716183243,StateVectorSimulator,1,0.8274111675126904,0.8235294117647058,32.83333333333333,93.5,0,0,0,0.020648717880249023,0.20282936096191406,0.0008815041056339235,,,,,,,,,,,,,0.004763259853618473
230,600,4711644b-3bd2-4db1-915e-d9e99a4c9c77,913ace31-a86a-4dd7-b1f8-4bc6677b372c,bn1,Mixed,2,1,,0.8283143873814194,StateVectorSimulator,0,0.8571428571428571,0.8303030303030303,3.5000000000000004,27.500000000000004,0,1,0,0.020648717880249023,0.05298447608947754,0.028828469761437714,,,,,,,,,,,,,0.001988642921610939
230,600,4711644b-3bd2-4db1-915e-d9e99a4c9c77,913ace31-a86a-4dd7-b1f8-4bc6677b372c,bn1,Mixed,2,1,,0.17168561261858065,StateVectorSimulator,1,0.14285714285714285,0.1696969696969697,3.5000000000000004,27.500000000000004,0,1,0,0.020648717880249023,0.05298447608947754,0.028828469761437797,,,,,,,,,,,,,0.001988642921610939
231,600,4711644b-3bd2-4db1-915e-d9e99a4c9c77,987ab9db-15ef-485c-a2eb-8c315f63d769,bn1,Mixed,2,1,,0.9517318224402629,StateVectorSimulator,0,0.9032258064516128,0.9260563380281691,5.166666666666667,47.33333333333334,0,1,0,0.020648717880249023,0.05945515632629395,0.04850601598865012,,,,,,,,,,,,,0.025675484412093774
231,600,4711644b-3bd2-4db1-915e-d9e99a4c9c77,987ab9db-15ef-485c-a2eb-8c315f63d769,bn1,Mixed,2,1,,0.048268177559737044,StateVectorSimulator,1,0.0967741935483871,0.07394366197183097,5.166666666666667,47.33333333333334,0,1,0,0.020648717880249023,0.05945515632629395,0.04850601598865005,,,,,,,,,,,,,0.025675484412093927
221,800,31a960e9-2121-4014-afe7-a5abc8f43719,38d40e0c-45dc-4f15-85a7-747044581a38,bn1,Diagnostic,1,1,,0.5,StateVectorSimulator,0,0.5149253731343284,0.5103163686382394,16.75,90.875,0,0,0,0.022400379180908203,0.0532841682434082,0.014925373134328401,,,,,,,,,,,,,0.01031636863823937
221,800,31a960e9-2121-4014-afe7-a5abc8f43719,38d40e0c-45dc-4f15-85a7-747044581a38,bn1,Diagnostic,1,1,,0.5,StateVectorSimulator,1,0.4850746268656717,0.4896836313617607,16.75,90.875,0,0,0,0.022400379180908203,0.0532841682434082,0.01492537313432829,,,,,,,,,,,,,0.010316368638239315
222,800,31a960e9-2121-4014-afe7-a5abc8f43719,45197732-176f-4b94-85ae-b4b7a4ae86a7,bn1,Diagnostic,1,1,,0.9895957887544539,StateVectorSimulator,0,0.9879879879879878,1.0,83.25,8.375,0,1,0,0.022400379180908203,0.05398273468017578,0.0016078007664660499,,,,,,,,,,,,,0.010404211245546136
222,800,31a960e9-2121-4014-afe7-a5abc8f43719,45197732-176f-4b94-85ae-b4b7a4ae86a7,bn1,Diagnostic,1,1,,0.010404211245546122,StateVectorSimulator,1,0.012012012012012012,0.0,83.25,8.375,0,1,0,0.022400379180908203,0.05398273468017578,0.0016078007664658903,,,,,,,,,,,,,0.010404211245546122
223,800,31a960e9-2121-4014-afe7-a5abc8f43719,fec32180-6642-4fb3-b0f2-6064b4291b94,bn1,Diagnostic,1,1,,0.944928397855988,StateVectorSimulator,0,0.9342629482071712,0.9477124183006536,62.74999999999999,19.125,0,1,0,0.022400379180908203,0.05374956130981445,0.010665449648816883,,,,,,,,,,,,,0.002784020444665525
223,800,31a960e9-2121-4014-afe7-a5abc8f43719,fec32180-6642-4fb3-b0f2-6064b4291b94,bn1,Diagnostic,1,1,,0.05507160214401193,StateVectorSimulator,1,0.06573705179282867,0.052287581699346414,62.74999999999999,19.125,0,1,0,0.022400379180908203,0.05374956130981445,0.010665449648816737,,,,,,,,,,,,,0.002784020444665518
224,800,31a960e9-2121-4014-afe7-a5abc8f43719,0861145f-2fa2-4364-bb71-5425ace7f55a,bn1,Diagnostic,1,1,,0.8471592090625915,StateVectorSimulator,0,0.8657718120805369,0.8474842767295597,37.25,79.5,0,1,0,0.022400379180908203,0.05319976806640625,0.018612603017945428,,,,,,,,,,,,,0.0003250676669682706
224,800,31a960e9-2121-4014-afe7-a5abc8f43719,0861145f-2fa2-4364-bb71-5425ace7f55a,bn1,Diagnostic,1,1,,0.15284079093740846,StateVectorSimulator,1,0.1342281879194631,0.15251572327044025,37.25,79.5,0,1,0,0.022400379180908203,0.05319976806640625,0.018612603017945373,,,,,,,,,,,,,0.0003250676669682151
226,800,31a960e9-2121-4014-afe7-a5abc8f43719,0339eafc-4a77-446f-acdf-d152f1c12903,bn1,Prediction,2,1,,0.331,StateVectorSimulator,0,0.38461538461538464,0.3583690987124464,8.125,58.25,0,0,0,0.022400379180908203,0.053355932235717766,0.05361538461538462,,,,,,,,,,,,,0.02736909871244636
226,800,31a960e9-2121-4014-afe7-a5abc8f43719,0339eafc-4a77-446f-acdf-d152f1c12903,bn1,Prediction,2,1,,0.669,StateVectorSimulator,1,0.6153846153846154,0.6416309012875536,8.125,58.25,0,0,0,0.022400379180908203,0.053355932235717766,0.05361538461538462,,,,,,,,,,,,,0.027369098712446416
227,800,31a960e9-2121-4014-afe7-a5abc8f43719,a59e54fa-bfaf-4495-9cc6-dab218308ca3,bn1,Prediction,2,1,,0.6691,StateVectorSimulator,0,0.6762917933130699,0.5757575757575758,82.25,8.25,0,1,0,0.022400379180908203,0.05524754524230957,0.00719179331306985,,,,,,,,,,,,,0.09334242424242423
227,800,31a960e9-2121-4014-afe7-a5abc8f43719,a59e54fa-bfaf-4495-9cc6-dab218308ca3,bn1,Prediction,2,1,,0.3309,StateVectorSimulator,1,0.3237082066869301,0.42424242424242425,82.25,8.25,0,1,0,0.022400379180908203,0.05524754524230957,0.007191793313069905,,,,,,,,,,,,,0.09334242424242423
228,800,31a960e9-2121-4014-afe7-a5abc8f43719,8396e0da-2132-4f54-be93-7c7a928836ad,bn1,Mixed,2,1,,0.048275192591875835,StateVectorSimulator,0,0.0511727078891258,0.06422018348623854,58.62500000000001,27.250000000000004,0,0,0,0.022400379180908203,0.06133270263671875,0.002897515297249964,,,,,,,,,,,,,0.0159449908943627
228,800,31a960e9-2121-4014-afe7-a5abc8f43719,8396e0da-2132-4f54-be93-7c7a928836ad,bn1,Mixed,2,1,,0.951724807408124,StateVectorSimulator,1,0.9488272921108742,0.9357798165137616,58.62500000000001,27.250000000000004,0,0,0,0.022400379180908203,0.06133270263671875,0.0028975152972497975,,,,,,,,,,,,,0.01594499089436241
229,800,31a960e9-2121-4014-afe7-a5abc8f43719,4f5152ed-df3b-4fca-b01e-6a8c298ab953,bn1,Mixed,2,1,,0.17170732838167557,StateVectorSimulator,0,0.1744186046511628,0.2018842530282638,32.25,92.875,0,0,0,0.022400379180908203,0.05941677093505859,0.0027112762694872228,,,,,,,,,,,,,0.03017692464658822
229,800,31a960e9-2121-4014-afe7-a5abc8f43719,4f5152ed-df3b-4fca-b01e-6a8c298ab953,bn1,Mixed,2,1,,0.8282926716183243,StateVectorSimulator,1,0.8255813953488372,0.7981157469717362,32.25,92.875,0,0,0,0.022400379180908203,0.05941677093505859,0.002711276269487084,,,,,,,,,,,,,0.030176924646588166
230,800,31a960e9-2121-4014-afe7-a5abc8f43719,8f7e7b44-8aa6-4cc3-b836-74c7275b91cb,bn1,Mixed,2,1,,0.8283143873814194,StateVectorSimulator,0,0.7575757575757576,0.8493723849372385,4.125,29.875,0,0,0,0.022400379180908203,0.05385589599609375,0.07073862980566181,,,,,,,,,,,,,0.021057997555819163
230,800,31a960e9-2121-4014-afe7-a5abc8f43719,8f7e7b44-8aa6-4cc3-b836-74c7275b91cb,bn1,Mixed,2,1,,0.17168561261858065,StateVectorSimulator,1,0.24242424242424246,0.1506276150627615,4.125,29.875,0,0,0,0.022400379180908203,0.05385589599609375,0.07073862980566181,,,,,,,,,,,,,0.021057997555819136
